Corpus,Name,Sex,CA,VB,Target,TargetFreq,Wordform,CU
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broked,FALSE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broked,FALSE
manchester,carl,M,2.61344969199179,break,broke,5355,broked,FALSE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,say,said,56531,said,TRUE
manchester,carl,M,2.61344969199179,say,said,56531,said,TRUE
manchester,carl,M,2.61344969199179,say,said,56531,said,TRUE
manchester,carl,M,2.61344969199179,say,said,56531,said,TRUE
manchester,carl,M,2.61344969199179,lose,lost,13974,lost,TRUE
manchester,carl,M,2.61344969199179,fall,fell,3723,fell,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,break,broke,5355,broked,FALSE
manchester,carl,M,2.61344969199179,break,broke,5355,broke,TRUE
manchester,carl,M,2.61344969199179,lose,lost,13974,lost,TRUE
manchester,carl,M,2.61344969199179,lose,lost,13974,lost,TRUE
manchester,carl,M,2.61344969199179,fall,fell,3723,fell,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,find,found,20196,found,TRUE
manchester,carl,M,2.61344969199179,throw,threw,2082,throwed,FALSE
manchester,carl,M,2.61344969199179,throw,threw,2082,throwed,FALSE
manchester,carl,M,2.61344969199179,make,made,28626,made,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,say,said,56531,said,TRUE
manchester,carl,M,2.6694045174538,find,found,20196,found,TRUE
manchester,carl,M,2.6694045174538,find,found,20196,found,TRUE
manchester,carl,M,2.6694045174538,lose,lost,13974,lost,TRUE
manchester,carl,M,2.6694045174538,lose,lost,13974,lost,TRUE
manchester,carl,M,2.6694045174538,lose,lost,13974,lost,TRUE
manchester,carl,M,2.6694045174538,break,broke,5355,broke,TRUE
manchester,carl,M,2.6694045174538,break,broke,5355,broke,TRUE
manchester,carl,M,2.6694045174538,break,broke,5355,broke,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.6694045174538,break,broke,5355,broke,TRUE
manchester,carl,M,2.68583162217659,say,said,56531,said,TRUE
manchester,carl,M,2.68583162217659,say,said,56531,said,TRUE
manchester,carl,M,2.68583162217659,find,found,20196,found,TRUE
manchester,carl,M,2.68583162217659,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.68583162217659,find,found,20196,found,TRUE
manchester,carl,M,2.68583162217659,find,found,20196,found,TRUE
manchester,carl,M,2.68583162217659,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,break,broke,5355,broked,FALSE
manchester,carl,M,2.70773442847365,break,broke,5355,broke,TRUE
manchester,carl,M,2.70773442847365,break,broke,5355,broke,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,break,broke,5355,broked,FALSE
manchester,carl,M,2.70773442847365,break,broke,5355,broke,TRUE
manchester,carl,M,2.70773442847365,fall,fell,3723,fell,TRUE
manchester,carl,M,2.70773442847365,fall,fell,3723,fell,TRUE
manchester,carl,M,2.70773442847365,break,broke,5355,broke,TRUE
manchester,carl,M,2.70773442847365,fall,fell,3723,falled,FALSE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,find,found,20196,found,TRUE
manchester,carl,M,2.70773442847365,say,said,56531,said,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,break,broke,5355,broked,FALSE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
manchester,carl,M,2.70773442847365,stick,stuck,3399,stuck,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,hang,hung,1436,hung,TRUE
hall,chris,M,4.79166461327858,fly,flew,785,flew,TRUE
hall,chris,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,buy,bought,4362,bought,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,hang,hung,1436,hanged,FALSE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,chris,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,chris,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,chris,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,stick,stuck,3399,stuck,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,find,found,20196,found,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,forget,forgot,5045,forgot,TRUE
hall,chris,M,4.79166461327858,forget,forgot,5045,forgot,TRUE
hall,chris,M,4.79166461327858,wear,wore,1081,wore,TRUE
hall,chris,M,4.79166461327858,hear,heard,19775,heard,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,buy,bought,4362,bought,TRUE
hall,chris,M,4.79166461327858,forget,forgot,5045,forgot,TRUE
hall,chris,M,4.79166461327858,forget,forgot,5045,forgot,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,take,took,17454,took,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,eat,ate,1722,ate,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,chris,M,4.79166461327858,make,made,28626,made,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,fall,fell,3723,fell,TRUE
hall,chris,M,4.79166461327858,fall,fell,3723,fell,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,take,took,17454,tooked,FALSE
hall,chris,M,4.79166461327858,take,took,17454,took,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,chris,M,4.79166461327858,catch,caught,4791,catched,FALSE
hall,chris,M,4.79166461327858,catch,caught,4791,caught,TRUE
hall,chris,M,4.79166461327858,catch,caught,4791,catched,FALSE
hall,chris,M,4.79166461327858,catch,caught,4791,caught,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,tell,told,35679,told,TRUE
hall,chris,M,4.79166461327858,eat,ate,1722,ate,TRUE
hall,chris,M,4.79166461327858,build,built,2099,built,TRUE
hall,chris,M,4.79166461327858,build,built,2099,built,TRUE
hall,chris,M,4.79166461327858,build,built,2099,built,TRUE
hall,chris,M,4.79166461327858,mean,meant,5316,meant,TRUE
hall,chris,M,4.79166461327858,eat,ate,1722,ate,TRUE
hall,chris,M,4.79166461327858,feel,felt,6111,felt,TRUE
hall,chris,M,4.79166461327858,hear,heard,19775,heared,FALSE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,say,said,56531,said,TRUE
hall,chris,M,4.79166461327858,catch,caught,4791,caught,TRUE
hall,dexter,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,dexter,M,4.79166461327858,seek,sought,240,sought,TRUE
hall,dexter,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,dexter,M,4.79166461327858,seek,sought,240,sought,TRUE
hall,dexter,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,dexter,M,4.79166461327858,hear,heard,19775,heard,TRUE
hall,dexter,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,dexter,M,4.79166461327858,make,made,28626,made,TRUE
hall,dexter,M,4.79166461327858,take,took,17454,took,TRUE
hall,dexter,M,4.79166461327858,find,found,20196,found,TRUE
hall,dexter,M,4.79166461327858,take,took,17454,took,TRUE
hall,dexter,M,4.79166461327858,find,found,20196,found,TRUE
hall,dexter,M,4.79166461327858,blow,blew,1610,blew,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,tell,told,35679,told,TRUE
hall,dexter,M,4.79166461327858,blow,blew,1610,blew,TRUE
hall,dexter,M,4.79166461327858,take,took,17454,took,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,buy,bought,4362,bought,TRUE
hall,dexter,M,4.79166461327858,take,took,17454,took,TRUE
hall,dexter,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,dexter,M,4.79166461327858,find,found,20196,found,TRUE
hall,dexter,M,4.79166461327858,find,found,20196,found,TRUE
hall,dexter,M,4.79166461327858,make,made,28626,made,TRUE
hall,dexter,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,dexter,M,4.79166461327858,take,took,17454,took,TRUE
hall,dexter,M,4.79166461327858,tell,told,35679,told,TRUE
hall,dexter,M,4.79166461327858,give,gave,12428,gave,TRUE
hall,dexter,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,bring,brought,8786,brought,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,send,sent,7038,sended,FALSE
hall,dexter,M,4.79166461327858,send,sent,7038,sended,FALSE
hall,dexter,M,4.79166461327858,send,sent,7038,sended,FALSE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,tell,told,35679,told,TRUE
hall,dexter,M,4.79166461327858,tell,told,35679,told,TRUE
hall,dexter,M,4.79166461327858,catch,caught,4791,caught,TRUE
hall,dexter,M,4.79166461327858,blow,blew,1610,blew,TRUE
hall,dexter,M,4.79166461327858,break,broke,5355,broke,TRUE
hall,dexter,M,4.79166461327858,blow,blew,1610,blew,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,eat,ate,1722,ate,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,hear,heard,19775,heard,TRUE
hall,dexter,M,4.79166461327858,hear,heard,19775,heard,TRUE
hall,dexter,M,4.79166461327858,tell,told,35679,told,TRUE
hall,dexter,M,4.79166461327858,teach,taught,2236,taught,TRUE
hall,dexter,M,4.79166461327858,think,thought,41232,thought,TRUE
hall,dexter,M,4.79166461327858,know,knew,18817,knew,TRUE
hall,dexter,M,4.79166461327858,know,knew,18817,knew,TRUE
hall,dexter,M,4.79166461327858,see,saw,20527,saw,TRUE
hall,dexter,M,4.79166461327858,know,knew,18817,knew,TRUE
hall,dexter,M,4.79166461327858,say,said,56531,said,TRUE
manchester,dominic,M,1.96321013004791,break,broke,5355,broke,TRUE
manchester,dominic,M,1.98237508555784,lose,lost,13974,lost,TRUE
manchester,dominic,M,1.98237508555784,tell,told,35679,told,TRUE
manchester,dominic,M,1.98237508555784,lose,lost,13974,lost,TRUE
manchester,dominic,M,1.98237508555784,lose,lost,13974,lost,TRUE
manchester,dominic,M,1.95833127994524,break,broke,5355,broke,TRUE
manchester,dominic,M,1.95833127994524,break,broke,5355,broke,TRUE
manchester,dominic,M,1.95833127994524,break,broke,5355,broke,TRUE
manchester,dominic,M,1.95833127994524,break,broke,5355,broke,TRUE
manchester,dominic,M,1.95833127994524,break,broke,5355,broke,TRUE
manchester,dominic,M,2.0766598220397,break,broke,5355,broke,TRUE
manchester,dominic,M,2.11344969199179,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.11344969199179,mean,meant,5316,meant,TRUE
manchester,dominic,M,2.11344969199179,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.11344969199179,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.11344969199179,see,saw,20527,saw,TRUE
manchester,dominic,M,2.11344969199179,see,saw,20527,saw,TRUE
manchester,dominic,M,2.13535249828884,keep,kept,4559,kept,TRUE
manchester,dominic,M,2.13535249828884,find,found,20196,found,TRUE
manchester,dominic,M,2.13535249828884,find,found,20196,found,TRUE
manchester,dominic,M,2.13535249828884,find,found,20196,found,TRUE
manchester,dominic,M,2.13535249828884,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.15451745379877,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.8388090349076,find,found,20196,found,TRUE
manchester,dominic,M,2.8388090349076,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.8388090349076,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.8388090349076,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.8388090349076,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.8388090349076,break,broke,5355,broke,TRUE
manchester,dominic,M,2.8388090349076,fly,flew,785,flew,TRUE
manchester,dominic,M,2.8388090349076,fall,fell,3723,fell,TRUE
manchester,dominic,M,2.8388090349076,break,broke,5355,broke,TRUE
manchester,dominic,M,2.8388090349076,fall,fell,3723,fell,TRUE
manchester,dominic,M,2.87713894592745,take,took,17454,took,TRUE
manchester,dominic,M,2.87713894592745,find,found,20196,found,TRUE
manchester,dominic,M,2.87713894592745,break,broke,5355,broke,TRUE
manchester,dominic,M,2.17214236824093,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.19130732375086,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.19130732375086,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.21047227926078,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.21047227926078,say,said,56531,said,TRUE
manchester,dominic,M,2.21047227926078,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.21047227926078,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.24880219028063,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.24880219028063,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.24880219028063,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.24880219028063,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.24880219028063,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.24880219028063,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.28832991101985,fall,fell,3723,fell,TRUE
manchester,dominic,M,2.28832991101985,break,broke,5355,broke,TRUE
manchester,dominic,M,2.28832991101985,break,broke,5355,broke,TRUE
manchester,dominic,M,2.3266598220397,sit,sat,1459,sat,TRUE
manchester,dominic,M,2.3266598220397,sit,sat,1459,sat,TRUE
manchester,dominic,M,2.3266598220397,say,said,56531,said,TRUE
manchester,dominic,M,2.3266598220397,build,built,2099,built,TRUE
manchester,dominic,M,2.3266598220397,give,gave,12428,gave,TRUE
manchester,dominic,M,2.34428473648186,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.34428473648186,see,saw,20527,saw,TRUE
manchester,dominic,M,2.34428473648186,see,saw,20527,saw,TRUE
manchester,dominic,M,2.34428473648186,see,saw,20527,saw,TRUE
manchester,dominic,M,2.34428473648186,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.34428473648186,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.34428473648186,break,broke,5355,broke,TRUE
manchester,dominic,M,2.36344969199179,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.36344969199179,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.36344969199179,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.36344969199179,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.36344969199179,fall,fell,3723,fell,TRUE
manchester,dominic,M,2.40177960301164,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.40177960301164,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.40177960301164,mean,meant,5316,meant,TRUE
manchester,dominic,M,2.40177960301164,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.40177960301164,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.40177960301164,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.4194045174538,break,broke,5355,broke,TRUE
manchester,dominic,M,2.4194045174538,break,broke,5355,broke,TRUE
manchester,dominic,M,2.4194045174538,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.4194045174538,see,saw,20527,saw,TRUE
manchester,dominic,M,2.4194045174538,see,saw,20527,saw,TRUE
manchester,dominic,M,2.43856947296372,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.47689938398357,break,broke,5355,broke,TRUE
manchester,dominic,M,2.47689938398357,break,broke,5355,broke,TRUE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,draw,drew,1277,drawed,FALSE
manchester,dominic,M,2.47689938398357,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.47689938398357,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.47689938398357,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.47689938398357,find,found,20196,found,TRUE
manchester,dominic,M,2.47689938398357,find,found,20196,found,TRUE
manchester,dominic,M,2.4960643394935,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.4960643394935,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.4960643394935,stick,stuck,3399,stuck,TRUE
manchester,dominic,M,2.4960643394935,break,broke,5355,broke,TRUE
manchester,dominic,M,2.4960643394935,break,broke,5355,broke,TRUE
manchester,dominic,M,2.4960643394935,break,broke,5355,broke,TRUE
manchester,dominic,M,2.4960643394935,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.53559206023272,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.53559206023272,bring,brought,8786,brought,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.53559206023272,break,broke,5355,broke,TRUE
manchester,dominic,M,2.59154688569473,take,took,17454,took,TRUE
manchester,dominic,M,2.59154688569473,say,said,56531,said,TRUE
manchester,dominic,M,2.59154688569473,break,broke,5355,broke,TRUE
manchester,dominic,M,2.59154688569473,break,broke,5355,broke,TRUE
manchester,dominic,M,2.62987679671458,find,found,20196,found,TRUE
manchester,dominic,M,2.62987679671458,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.62987679671458,take,took,17454,took,TRUE
manchester,dominic,M,2.62987679671458,break,broke,5355,broke,TRUE
manchester,dominic,M,2.62987679671458,build,built,2099,built,TRUE
manchester,dominic,M,2.62987679671458,build,built,2099,built,TRUE
manchester,dominic,M,2.62987679671458,know,knew,18817,knew,TRUE
manchester,dominic,M,2.62987679671458,buy,bought,4362,bought,TRUE
manchester,dominic,M,2.62987679671458,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.62987679671458,eat,ate,1722,ate,TRUE
manchester,dominic,M,2.62987679671458,break,broke,5355,broke,TRUE
manchester,dominic,M,2.62987679671458,think,thought,41232,thought,TRUE
manchester,dominic,M,2.62987679671458,say,said,56531,said,TRUE
manchester,dominic,M,2.62987679671458,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.62987679671458,break,broke,5355,broke,TRUE
manchester,dominic,M,2.62987679671458,break,broke,5355,broke,TRUE
manchester,dominic,M,2.62987679671458,break,broke,5355,broke,TRUE
manchester,dominic,M,2.6490417522245,take,took,17454,took,TRUE
manchester,dominic,M,2.6490417522245,break,broke,5355,broke,TRUE
manchester,dominic,M,2.6490417522245,break,broke,5355,broke,TRUE
manchester,dominic,M,2.6490417522245,take,took,17454,took,TRUE
manchester,dominic,M,2.6490417522245,break,broke,5355,broke,TRUE
manchester,dominic,M,2.6490417522245,lose,lost,13974,lost,TRUE
manchester,dominic,M,2.6490417522245,lose,lost,13974,lost,TRUE
